wav_id,발화문,상황,1번 감정,1번 감정세기,2번 감정,2번 감정세기,3번 감정,3번 감정세기,4번 감정,4번감정세기,5번 감정,5번 감정세기,나이,성별
5f6895b49e04b149046cb881,난 괜찮아. 하지만 환절기라서 비염기가 좀 있네.,neutral,neutral,0,angry,1,sadness,2,disgust,1,sadness,1,48,female
5f68bdcdf8fac448cc0a5b7f,당첨 선물이 너무 마음에 들어. 내가 갖고 싶었던 향수였거든.,happiness,happiness,2,happiness,2,happiness,1,happiness,1,neutral,0,46,female
5f68bde6d338b948c4e683af,주변 사람들한테 이벤트에 당첨돼서 선물 받았다고 자랑했어.,happiness,happiness,2,happiness,2,happiness,1,happiness,1,neutral,0,46,female
5f68be45111dfd48d40fcd4b,아까 해피를 산책시키다가 깜짝 놀랐어!,surprise,surprise,2,surprise,2,surprise,1,sadness,1,surprise,2,46,female
5f68be58111dfd48d40fcd4c,갑자기 해피의 목줄이 끊어져서 해피가 막 달려나갔어.,surprise,neutral,0,surprise,2,surprise,1,neutral,0,fear,1,46,female
5f68bed3111dfd48d40fcd4f,집에서 쉬고 나니까 마음이 진정되었어.,surprise,neutral,0,surprise,1,sadness,1,neutral,0,neutral,0,46,female
5f68bf66d338b948c4e683b2,단톡방에서 아는 지인이 추천해줘서 시작하게 되었어.,sadness,neutral,0,neutral,0,sadness,1,sadness,1,sadness,1,46,female
5f68bfb09e04b149046cb8ab,주식 가격이 많이 떨어져서 손해를 봤어.,sadness,sadness,2,sadness,1,sadness,1,sadness,1,sadness,2,46,female
5f68bfcd111dfd48d40fcd50,시간이 지나면 떨어졌던 주식도 오를 날이 있겠지?,sadness,sadness,2,sadness,1,sadness,1,sadness,1,sadness,1,46,female
5f6b6871111dfd48d40fcfe2,나 내일 친구를 만나기로 했는데 뭘 먹어야 할지 모르겠어.,neutral,neutral,0,happiness,1,happiness,1,neutral,0,sadness,1,46,female
5f6b6888d338b948c4e6867b,친구를 강남역에서 만나기로 했어.,neutral,neutral,0,happiness,1,happiness,1,neutral,0,neutral,0,46,female
5f6b689ed338b948c4e6867c,오랜만에 친구랑 양식을 먹고 싶어.,neutral,neutral,0,happiness,1,happiness,1,happiness,1,sadness,1,46,female
5f6b68b4111dfd48d40fcfe5,애피타이저부터 푸짐하게 주는 집 정말 좋을 거 같아.,neutral,happiness,1,happiness,1,happiness,1,happiness,1,neutral,0,46,female
5f693e7fd338b948c4e68408,잠결에 들어서 그런가 갑자기 폭탄 터지는 소리가 들리더라고!,surprise,fear,2,surprise,2,fear,1,disgust,1,fear,2,48,female
5f693e97d338b948c4e68409,그런데 반전은 뭐냐면 폭탄 터지는 소리가 아니라 천둥 소리였어.,surprise,neutral,0,surprise,2,sadness,1,disgust,1,angry,1,48,female
5f693ec3f8fac448cc0a5bd1,내 휴가가 엉망이야.,angry,disgust,2,angry,2,sadness,2,disgust,1,sadness,2,35,female
5f693ed39e04b149046cb8ea,엉망이야.,angry,disgust,2,angry,2,sadness,2,disgust,1,sadness,2,35,female
5f693f21d338b948c4e6840c,그럼. 그렇게 한 번 해보는게 좋겠다.,angry,neutral,0,happiness,1,sadness,1,neutral,0,neutral,0,35,female
5f693f31f8fac448cc0a5bd6,화장실 청소는 해도해도 끝이 없어!,angry,disgust,2,angry,2,sadness,2,disgust,1,angry,2,48,female
5f693f649e04b149046cb8eb,그래서 그런가 하루종일 화장실 청소만 하는 것 같아.,angry,disgust,2,angry,2,sadness,2,disgust,1,angry,1,48,female
5f693f96f8fac448cc0a5bda,그렇게 좋다면 나도 써봐야지.,angry,neutral,0,angry,1,sadness,1,neutral,0,sadness,1,48,female
5f693fa09e04b149046cb8ef,목줄을 끊고 달아난 거야.,surprise,neutral,0,surprise,2,sadness,2,neutral,0,sadness,1,35,female
5f693febd338b948c4e6840f,너무너무 괜찮아. 걱정하지 마.,surprise,neutral,0,surprise,1,sadness,1,neutral,0,neutral,0,35,female
5f69415d111dfd48d40fcd9e,없고 나 혼자 뛰어.,happiness,neutral,0,happiness,1,sadness,1,happiness,1,sadness,1,35,female
5f6941a89e04b149046cb8f7,나도 궁금해서 구경 갔다 왔지.,neutral,disgust,2,fear,1,angry,1,neutral,0,sadness,2,48,female
5f6941e9d338b948c4e68412,나 요즘 주식을 시작했는데.,sadness,neutral,0,neutral,0,sadness,1,neutral,0,neutral,0,35,female
5f6941f7111dfd48d40fcda2,짭새가 몰려와서 구경 갔다 왔어!,neutral,neutral,0,fear,1,angry,2,disgust,1,angry,1,48,female
5f694276111dfd48d40fcda4,주식 가격이 엄청 폭락해버렸어.,sadness,neutral,0,sadness,1,sadness,2,sadness,1,sadness,2,35,female
5f694284d338b948c4e68416,우리 동네 짭새가 몰려와서 시끄러워 죽는 줄 알았어.,neutral,disgust,2,fear,1,angry,2,disgust,1,angry,2,48,female
5f6942a3f8fac448cc0a5bed,나도 그게 궁금해서 구경 갔다가 구경도 못하고 쫓겨났어!,neutral,neutral,0,angry,1,sadness,1,disgust,1,angry,2,48,female
5f6942c3111dfd48d40fcda5,케이트를 쳐놓고 근처에도 못 오게 하더라고?,neutral,disgust,2,angry,1,angry,1,disgust,1,angry,1,48,female
5f69433b111dfd48d40fcdae,그 새끼는 또라이라서 욕 처먹어도 괜찮아.,angry,angry,2,angry,2,angry,2,disgust,2,angry,2,48,female
5f694353d338b948c4e6841a,난 음악 안 좋아해. 너나 들어라!,angry,disgust,2,angry,1,angry,1,angry,1,angry,2,48,female
5f694374d338b948c4e6841c,나 어제 자다가 깜짝 놀랬어.,surprise,surprise,2,surprise,2,surprise,1,neutral,0,sadness,1,35,female
5f6943efd338b948c4e68420,쓰레기통에서 역겨운 냄새가 나기 시작했어!,disgust,disgust,2,disgust,2,disgust,2,disgust,2,disgust,2,48,female
5f694401111dfd48d40fcdb9,내가 청소를 잘 안해서 그래.,disgust,sadness,2,disgust,2,sadness,2,disgust,1,sadness,1,48,female
5f6944159e04b149046cb902,알았어. 지금이라도 바로 묶어서 버릴게.,disgust,neutral,0,disgust,1,sadness,2,disgust,1,neutral,0,48,female
5f694445d338b948c4e68423,다음부턴 빨리빨리 치워야지.,disgust,neutral,0,disgust,1,sadness,2,neutral,0,sadness,1,48,female
5f694480f8fac448cc0a5bf9,어떻게 하지?,angry,sadness,2,angry,1,sadness,2,fear,2,sadness,1,35,female
5f6944859e04b149046cb906,구매한 노트북이 오늘 도착했어!,happiness,surprise,2,happiness,1,sadness,1,happiness,1,neutral,0,48,female
5f694499d338b948c4e68425,돈이 없거든.,happiness,sadness,2,happiness,1,sadness,1,disgust,1,sadness,2,48,female
5f6944aef8fac448cc0a5bfa,알았어. 사용 설명서 보고 꼼꼼히 살펴볼게.,happiness,neutral,0,happiness,1,sadness,1,happiness,1,angry,1,48,female
5f6944c59e04b149046cb907,할게 너무 많아서 일일이 나열할 수가 없어.,happiness,sadness,2,happiness,1,sadness,1,happiness,1,neutral,0,48,female
5f694574111dfd48d40fcdc1,친구를 만나는데 뭘 먹어야될지 모르겠어.,neutral,neutral,0,happiness,1,sadness,1,neutral,0,neutral,0,35,female
5f69458c111dfd48d40fcdc2,강남역 주변에서 만나.,neutral,neutral,0,happiness,1,sadness,1,neutral,0,neutral,0,35,female
5f694639f8fac448cc0a5bfd,나 드디어 프로젝트가 끝났어!,happiness,neutral,0,happiness,2,sadness,1,happiness,1,neutral,0,35,female
5f69465c111dfd48d40fcdc4,완전히 끝났어.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,sadness,1,35,female
5f69471dd338b948c4e6842e,나 너무 우울해.,sadness,sadness,2,sadness,2,sadness,1,sadness,1,sadness,2,35,female
5f6947329e04b149046cb90f,너무 답답해.,sadness,sadness,2,sadness,1,sadness,1,sadness,1,sadness,1,35,female
5f6947d8f8fac448cc0a5c04,요즘 다들 왜 그러는 거지? 이해가 안 가.,angry,disgust,2,angry,2,angry,1,disgust,1,angry,1,35,female
5f694809d338b948c4e68431,진짜 너무너무 실망이야.,angry,sadness,2,angry,2,angry,1,disgust,1,angry,2,35,female
5f69484ad338b948c4e68432,너무 좋다! 고마워.,angry,happiness,2,happiness,1,happiness,1,happiness,1,neutral,0,35,female
5f6948a4f8fac448cc0a5c07,역겨운 냄새가 나고 있어.,disgust,disgust,2,disgust,2,disgust,2,disgust,2,disgust,2,35,female
5f6948c6f8fac448cc0a5c08,모르겠어. 무슨 일이지?,disgust,surprise,2,disgust,1,disgust,1,disgust,2,disgust,2,35,female
5f6948e6111dfd48d40fcdc9,빨리 버려야 될 거 같애.,disgust,neutral,0,disgust,1,sadness,1,disgust,1,sadness,2,35,female
5f69490af8fac448cc0a5c0a,그래. 빨리 처리해야겠어.,disgust,neutral,0,disgust,1,disgust,2,disgust,1,disgust,2,35,female
5f694a66111dfd48d40fcdce,뭐 어때.,angry,angry,2,angry,1,disgust,1,angry,1,angry,2,35,female
5f694b4ff8fac448cc0a5c14,우산이 없다.,neutral,neutral,0,angry,1,sadness,1,fear,1,sadness,2,35,female
5f694b63111dfd48d40fcdcf,좋은 편이다.,neutral,neutral,0,happiness,1,sadness,1,happiness,1,happiness,1,35,female
5f694ba3f8fac448cc0a5c17,짭새가 몰려 있어서 구경 다녀 왔어.,neutral,neutral,0,fear,1,sadness,1,neutral,0,neutral,0,35,female
5f6966969e04b149046cb929,헐. 내가 이벤트에 당첨 되었어.,happiness,surprise,2,happiness,2,happiness,1,surprise,1,happiness,1,46,female
5f696740f8fac448cc0a5c20,주변 사람들한테 이벤트에 당첨돼서 선물 받았다고 자랑했어.,happiness,happiness,2,happiness,2,happiness,1,happiness,1,happiness,1,46,female
5f696788f8fac448cc0a5c23,"아니, 나 아까 산책시키다가 깜짝 놀랐어!",surprise,surprise,2,surprise,2,surprise,1,fear,1,sadness,2,46,female
5f69679c111dfd48d40fcdd6,갑자기 해피의 목줄이 끊어져서 해피가 막 달려갔어.,surprise,neutral,0,surprise,2,surprise,1,fear,1,fear,2,46,female
5f6967b59e04b149046cb92a,내가 얼른 달려가서 해피를 안고 왔기 때문에 다행히 아무 일도 없었어.,surprise,neutral,0,surprise,2,sadness,1,fear,1,sadness,1,46,female
5f6967d0111dfd48d40fcdd7,해피가 달려가서 사람들이 너무 놀랐어.,surprise,surprise,2,surprise,2,sadness,1,fear,1,sadness,1,46,female
5f6967eb111dfd48d40fcdd8,집에서 좀 쉬고 나니까 마음이 진정되었어.,surprise,neutral,0,surprise,1,sadness,1,neutral,0,sadness,1,46,female
5f69684f9e04b149046cb92d,나 요즘 주식을 시작했어.,sadness,neutral,0,neutral,0,sadness,1,sadness,1,sadness,2,46,female
5f696863d338b948c4e68443,단톡방에서 아는 지인이 주식을 해보라고 추천해줬어.,sadness,neutral,0,neutral,0,sadness,1,sadness,1,sadness,1,46,female
5f69687f9e04b149046cb92e,전자 종목이 전망이 있을 거라고 해서 전자 종목을 구입했어.,sadness,neutral,0,neutral,0,sadness,1,sadness,1,neutral,0,46,female
5f6968b9f8fac448cc0a5c24,시간이 지나면 떨어졌던 주식도 오를 날이 있겠지?,sadness,sadness,2,sadness,1,sadness,1,sadness,1,sadness,1,46,female
5f69691f9e04b149046cb932,나 드디어 프로젝트가 끝났어!,happiness,happiness,2,happiness,2,happiness,1,happiness,1,happiness,2,46,female
5f696936f8fac448cc0a5c25,오늘 최종 발표를 했으니까 이제 완전히 끝낸거야.,happiness,neutral,0,happiness,2,happiness,1,happiness,1,happiness,1,46,female
5f69696a9e04b149046cb933,한 달 동안 친구들을 못 만났는데 친구를 만날 계획을 세워봐야겠어.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,neutral,0,46,female
5f696992111dfd48d40fcdda,너의 말대로 쉬고 여행 갈 계획도 세워볼게.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,sadness,1,46,female
5f6969f0111dfd48d40fcddd,내일 친구를 만나기로 했는데 뭘 먹어야 할지 모르겠어.,neutral,neutral,0,happiness,1,sadness,1,neutral,0,sadness,2,46,female
5f696a32d338b948c4e68444,친구랑 일식을 먹고 싶어.,neutral,neutral,0,happiness,1,happiness,1,neutral,0,neutral,0,46,female
5f696aba111dfd48d40fcde1,화장실은 청소를 해도 곰팡이가 안 없어져.,angry,disgust,2,angry,2,disgust,1,disgust,1,angry,2,46,female
5f696ad3f8fac448cc0a5c26,그래서 매일 청소를 하고 있는데 곰팡이가 없어지질 않아.,angry,disgust,2,angry,2,sadness,1,disgust,1,sadness,2,46,female
5f696aeff8fac448cc0a5c27,장마철이라서 곰팡이가 많이 생기니까 너무 신경이 쓰여.,angry,disgust,2,angry,2,sadness,1,disgust,1,sadness,2,46,female
5f696b81111dfd48d40fcde4,"아니, 요즘 다 왜 이러는 거야? 정말 이해가 안돼.",angry,disgust,2,angry,2,angry,1,angry,1,angry,2,46,female
5f696b99f8fac448cc0a5c28,내가 좋아하는 유튜버가 있는데 뒷광고를 했다고 사과하는 영상을 올렸어.,angry,disgust,2,angry,2,angry,1,angry,1,sadness,2,46,female
5f696bd89e04b149046cb938,사과 영상을 봤는데 자기 변명만 하고 있어서 더 화가 났어.,angry,disgust,2,angry,2,angry,1,angry,1,sadness,2,46,female
5f696bf69e04b149046cb939,화가 나는 내 마음을 달래줄 영상이 있어?,angry,surprise,2,angry,1,angry,1,angry,1,sadness,1,46,female
5f696c6bf8fac448cc0a5c2b,내 휴가가 엉망이야!,angry,disgust,2,angry,2,sadness,1,sadness,1,sadness,2,46,female
5f696c7f9e04b149046cb93b,오늘부터 일주일동안 휴가 기간인데 계속 비가 온대.,angry,sadness,2,angry,1,sadness,1,sadness,1,sadness,2,46,female
5f696c99f8fac448cc0a5c2c,오랜만에 가족들이랑 동해 바다에 가서 놀다 오기로 했어. 그런데 망했어.,angry,disgust,2,angry,1,sadness,1,sadness,1,sadness,2,46,female
5f696cb79e04b149046cb93c,일이 바빠서 일년만에 받은 휴가인데 비가 와서 아무데도 갈 수가 없어.,angry,sadness,2,angry,1,sadness,1,sadness,1,sadness,2,46,female
5f696cdaf8fac448cc0a5c2d,계속 비 소식이 있으니까 아무래도 너의 말대로 집에서 휴가를 즐길 수 있는 방법을 찾아봐야겠어.,angry,neutral,0,angry,1,sadness,1,sadness,1,sadness,1,46,female
5f696d62f8fac448cc0a5c30,나 축하해줘! 기분 좋은 일이 생겼어.,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,46,female
5f696d78d338b948c4e68447,내가 10km 마라톤 대회에 출전했는데 예전의 내 기록보다 훨씬 잘 나왔어!,happiness,neutral,0,happiness,2,happiness,1,happiness,2,happiness,1,46,female
5f696db39e04b149046cb93e,뛰는 동안에는 너무 지치고 힘들었는데 결승선을 통과하는 순간 너무 기분이 좋았어.,happiness,happiness,2,happiness,2,happiness,1,happiness,1,happiness,1,46,female
5f696dd2111dfd48d40fcde5,함께 달리는 크루가 있어서 지치고 힘들 때 큰 힘이 되어 줘.,happiness,happiness,2,happiness,2,happiness,1,happiness,1,happiness,1,46,female
5f696e39111dfd48d40fcde6,쓰레기통에서 역겨운 냄새가 나고 있어!,disgust,disgust,2,disgust,2,disgust,2,disgust,2,disgust,2,46,female
5f696e66d338b948c4e6844b,너무 냄새가 독해서 지금 버리려고 밖에 빼놨어.,disgust,disgust,2,disgust,2,disgust,1,disgust,2,disgust,2,46,female
5f696e7fd338b948c4e6844c,냄새를 방향제로 처리하는게 나을 거야.,disgust,neutral,0,disgust,1,disgust,1,disgust,1,neutral,0,46,female
5f696f36111dfd48d40fcde7,200만원짜리 노트북을 구입했는데 배송이 늦어져서 걱정하고 있었어.,happiness,neutral,0,sadness,1,happiness,1,happiness,1,happiness,1,46,female
5f696f52d338b948c4e6844e,너의 말대로 제품에 문제가 있는지 꼼꼼히 살펴볼게.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,neutral,0,46,female
5f696f84d338b948c4e6844f,노트북을 오래 사용할 수 있도록 보험 가입도 생각해 볼게.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,happiness,1,46,female
5f696ffef8fac448cc0a5c33,나 갇히게 된 것 같아서 너무 무서워!,fear,fear,2,fear,1,fear,1,fear,1,fear,2,46,female
5f6970149e04b149046cb942,나 혼자 집 안에 갇히게 됐어. 어떻게 해?,fear,fear,2,fear,1,sadness,1,fear,2,fear,2,46,female
5f697029d338b948c4e68450,내가 잠을 자는 동안에 비가 엄청 많이 와서 우리 동네가 고립됐어. 그래서 갇히게 됐어!,fear,fear,2,fear,2,sadness,1,fear,1,fear,2,46,female
5f697047f8fac448cc0a5c34,집 주변까지 물이 차올라서 아예 밖으로 나갈 수가 없어.,fear,sadness,2,fear,2,sadness,1,fear,1,fear,2,46,female
5f697063d338b948c4e68451,아직까지는 집 안으로 물이 들어오지 않아서 괜찮아.,fear,neutral,0,fear,2,sadness,1,neutral,0,fear,2,46,female
5f6971b6f8fac448cc0a5c36,나 너무 우울해.,sadness,sadness,2,sadness,2,sadness,1,sadness,1,sadness,2,46,female
5f6971cad338b948c4e68452,코로나 때문에 재택근무를 시작하면서 집 안에만 있으니까 마음이 울적해.,sadness,sadness,2,sadness,1,sadness,1,sadness,1,neutral,0,46,female
5f69721e111dfd48d40fcdec,음악을 들으면 기분이 좀 나아질 것 같아.,sadness,sadness,2,sadness,1,sadness,1,sadness,1,sadness,1,46,female
5f697238111dfd48d40fcded,좋은 노래랑 영화 좀 찾아줘봐.,sadness,neutral,0,happiness,1,sadness,1,neutral,0,neutral,0,46,female
5f69728af8fac448cc0a5c3a,어제 자다가 깜짝 놀라서 깼어!,surprise,fear,2,surprise,2,sadness,2,sadness,1,fear,2,46,female
5f6972aa9e04b149046cb945,잠을 자고 있는데 갑자기 천둥이 쳐서 깜짝 놀라서 깼어!,surprise,fear,2,surprise,2,sadness,1,sadness,1,fear,2,46,female
5f6972c4d338b948c4e68453,실제로 엄청 큰 천둥 소리를 들어서 깜짝 놀라고 무서웠어.,surprise,fear,2,fear,2,fear,1,neutral,0,fear,2,46,female
5f6972faf8fac448cc0a5c3c,놀란 거 말고는 아무런 피해가 없어서 다행이야.,surprise,neutral,0,fear,1,sadness,1,neutral,0,fear,1,46,female
5f697314f8fac448cc0a5c3d,내가 깜짝 놀란 거 빼고는 아무런 피해가 없어서 정말 다행이야.,surprise,neutral,0,surprise,1,sadness,1,neutral,0,fear,1,46,female
5f6973b0f8fac448cc0a5c3e,그래. 그냥 음악이나 들으면서 기분 풀어야겠어. 신나는 음악이 좋아.,angry,neutral,0,happiness,1,sadness,1,angry,1,angry,1,46,female
5f6973ccf8fac448cc0a5c3f,그냥 음악이나 들으면서 기분을 풀어야겠어. 나는 신나는 음악이 좋아.,angry,neutral,0,happiness,1,sadness,1,angry,1,sadness,1,46,female
5f697450d338b948c4e68455,나 오늘 짭새 새끼들이 몰려 있길래 궁금해서 구경 다녀 왔어.,neutral,neutral,0,fear,1,sadness,1,disgust,1,sadness,1,46,female
5f6974679e04b149046cb94a,구경하는 사람들이 너무 많아서 무슨 일인지 알 수가 없었어.,neutral,neutral,0,fear,1,sadness,1,neutral,0,sadness,2,46,female
5f697483d338b948c4e68456,사람들이 너무 많이 몰려 있어서 무슨 일인지 정확하게 알 수가 없었어.,neutral,neutral,0,fear,1,sadness,1,neutral,0,sadness,2,46,female
5f6974ecd338b948c4e68457,나 오늘 짭새 새끼들이 몰려 있길래 궁금해서 구경 다녀 왔어.,neutral,neutral,0,fear,1,happiness,1,neutral,0,happiness,1,46,female
5f697508111dfd48d40fcdef,내일 비 소식이 있는 거야? 사무실에 우산 없는데.,neutral,neutral,0,angry,1,sadness,1,neutral,0,sadness,1,46,female
5f697526d338b948c4e68458,너가 내일 날씨를 알려줬으니까 집에서 나올 때 우산 가지고 나올게. 건강은 괜찮아.,neutral,neutral,0,happiness,1,sadness,1,neutral,0,happiness,1,46,female
5f69759cf8fac448cc0a5c45,나 오늘 짭새 새끼들이 몰려 있길래 궁금해서 구경 다녀 왔어.,neutral,neutral,0,fear,1,happiness,1,happiness,1,happiness,1,46,female
5f6975b9111dfd48d40fcdf0,구경하는 사람들이 너무 많아서 볼 수가 없었어.,neutral,neutral,0,fear,1,sadness,1,neutral,0,sadness,1,46,female
5f6975d7111dfd48d40fcdf1,거기서 30분 정도 구경을 했는데 사람들이 너무 많아서 볼 수가 없어서 집에 와버렸어.,neutral,neutral,0,fear,1,sadness,1,neutral,0,sadness,1,46,female
5f697d2f9e04b149046cb94f,잘 모르겠던데. 초등학교 앞에 모여 있던데?,neutral,neutral,0,fear,1,neutral,0,neutral,0,neutral,0,23,female
5f697d45f8fac448cc0a5c48,초등학교 앞인데 설마 그럴리가.,neutral,surprise,2,fear,1,sadness,1,neutral,0,neutral,0,23,female
5f697eb8f8fac448cc0a5c4d,요즘 장마잖아. 매일 챙겨 다녀.,neutral,neutral,0,angry,1,sadness,1,neutral,0,neutral,0,23,female
5f697ed09e04b149046cb951,장마라서 조금 우울한 거 빼고는 괜찮아.,neutral,neutral,0,sadness,1,sadness,1,neutral,0,neutral,0,23,female
5f697f33f8fac448cc0a5c4e,그런 걸로 그러냐. 잘 모르겠는데? 그냥 저기 차 앞에 몰려 있던데?,neutral,surprise,2,fear,1,angry,1,disgust,1,angry,1,23,female
5f697f549e04b149046cb952,"알았어, 알았어. 알았어, 알았어. 앞으로 그렇게 할게. 음, 한 5분?",neutral,neutral,0,fear,1,angry,1,disgust,1,neutral,0,23,female
5f697fa89e04b149046cb954,내일 친구 만나는데 뭘 먹어야할지 모르겠어.,neutral,neutral,0,happiness,1,sadness,1,neutral,0,neutral,0,23,female
5f697fc2111dfd48d40fcdf5,만나기로 했어.,neutral,neutral,0,happiness,1,sadness,1,neutral,0,neutral,0,23,female
5f697fd5f8fac448cc0a5c4f,난 양식이 좀 더 좋아.,neutral,neutral,0,happiness,1,happiness,1,neutral,0,neutral,0,23,female
5f697fe8111dfd48d40fcdf6,빵 많이 주면 진짜 좋아.,neutral,happiness,2,happiness,1,happiness,1,happiness,1,happiness,1,23,female
5f697fffd338b948c4e6845b,고마워. 내가 가보고 알려줄게.,neutral,neutral,0,happiness,1,happiness,2,happiness,1,happiness,1,23,female
5f69805e111dfd48d40fcdf7,드디어 프로젝트 끝났어!,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,23,female
5f698073d338b948c4e6845f,어. 이제 진짜 완전히 다 끝났어.,happiness,happiness,2,happiness,2,happiness,2,happiness,2,neutral,0,23,female
5f698088d338b948c4e68460,그것도 좋지. 나 요새 노래를 못 들어서 요새 신곡을 하나도 몰라!,happiness,happiness,2,happiness,1,happiness,2,happiness,2,happiness,1,23,female
5f6980a4f8fac448cc0a5c50,그것도 좋아. 빨리 약속 잡아야겠어.,happiness,neutral,0,happiness,1,happiness,2,happiness,1,happiness,1,23,female
5f6980be111dfd48d40fcdf8,"있으려나? 휴가는 잘 모르겠고 주말에 다녀올 순 있을 거 같은데. 한 번 찾아봐야겠다, 그것도.",happiness,neutral,0,happiness,1,happiness,2,happiness,1,happiness,2,23,female
5f698116111dfd48d40fcdfb,나 너무 우울해.,sadness,sadness,2,sadness,2,sadness,2,sadness,1,sadness,2,23,female
5f698129d338b948c4e68461,그냥 코로나 때문에 나가지도 못하고 집에 자꾸 갇혀 있으니까 우울해.,sadness,sadness,2,sadness,2,sadness,2,sadness,1,sadness,2,23,female
5f69819c9e04b149046cb955,어떤 거? 추천 해주게?,sadness,neutral,0,sadness,1,sadness,1,sadness,1,sadness,1,23,female
5f6981b2111dfd48d40fcdfc,아 진짜? 재밌겠다. 그거 보면 좀 기운이 나겠지?,sadness,neutral,0,happiness,1,happiness,1,sadness,1,happiness,1,23,female
5f698215d338b948c4e68462,요새 유튜버들 뒷광고 장난 아니야! 진짜 걔네 왜 그러냐?,angry,disgust,2,angry,2,angry,2,angry,1,angry,2,23,female
5f698236111dfd48d40fce00,실망도 실망인데 그냥 지금 너무 짜증나 죽겠어! 걔네 날 속이고 있다는 거잖아!,angry,disgust,2,angry,2,angry,2,angry,1,angry,2,23,female
5f698275f8fac448cc0a5c53,그런 것도 있냐? 어떤 건데?,angry,surprise,2,angry,2,happiness,1,neutral,0,happiness,1,23,female
5f6982c7111dfd48d40fce04,이벤트 당첨됐어!,happiness,surprise,2,happiness,2,happiness,2,happiness,2,happiness,2,23,female
5f698303111dfd48d40fce05,"완전. 내가 너무 비싸가지고 못 사던 향순데, 당첨되니까 얼마나 기분 좋게요!",happiness,neutral,0,happiness,2,happiness,2,happiness,2,happiness,2,23,female
5f698320f8fac448cc0a5c56,너무 많이 자랑해서 이제 다들 그만 좀 자랑하래.,happiness,neutral,0,happiness,2,happiness,2,happiness,1,happiness,2,23,female
5f698372d338b948c4e68465,구매한 노트북이 도착했어. 나 얼른 뜯어 봐야지.,happiness,happiness,2,happiness,1,happiness,2,happiness,2,happiness,2,23,female
5f698386d338b948c4e68466,부족해서 별로 비싼 건 못샀고 그냥 딱 150만원 짜리.,happiness,neutral,0,happiness,1,happiness,2,happiness,1,happiness,1,23,female
5f6983a1f8fac448cc0a5c57,당연하지! 그런 거 확인 안하면 어떡해. 고장나면 누구 책임이야.,happiness,neutral,0,happiness,1,happiness,1,happiness,1,happiness,1,23,female
5f6983b9f8fac448cc0a5c58,편집 할거지롱. 영상 편집이랑 음악 작업 할 거야.,happiness,neutral,0,happiness,1,happiness,2,happiness,1,happiness,1,23,female
5f698483d338b948c4e68467,집에 물도 안 들어왔는데 그냥 무서워 죽겠어.,fear,fear,2,fear,2,fear,2,fear,2,sadness,2,23,female
5f6984e9f8fac448cc0a5c5e,내 휴가가 엉망이야!,angry,disgust,2,angry,2,sadness,2,angry,2,angry,2,23,female
5f6984fcd338b948c4e68468,간신히 낸 휴간데 지금 장마 때문에 가지도 못해!,angry,sadness,2,angry,2,angry,2,angry,2,angry,2,23,female
5f698549f8fac448cc0a5c5f,나쁘진 않은데 그냥 난 좀 나가고 싶었어! 휴가를 못 간지 엄청 오래 됐으니까!,angry,disgust,2,angry,2,sadness,2,angry,2,sadness,2,23,female
5f6985e6f8fac448cc0a5c60,놀랬지. 난리도 아니었어.,surprise,neutral,0,surprise,2,sadness,2,disgust,1,surprise,1,23,female
5f6985ff9e04b149046cb95d,진짜 아까 너무 놀래서 아직도 심장이 벌렁벌렁해.,surprise,surprise,2,surprise,1,sadness,2,disgust,1,surprise,1,23,female
5f698642d338b948c4e6846b,나 축하해줘. 기쁜 일 있어!,happiness,happiness,2,happiness,2,happiness,2,happiness,2,happiness,2,23,female
5f698658d338b948c4e6846c,주말에 나간 마라톤에서 기록 갱신했어!,happiness,neutral,0,happiness,2,happiness,2,happiness,2,happiness,2,23,female
5f69866bf8fac448cc0a5c61,"아니고. 그냥 일반인이지, 일반인.",happiness,neutral,0,happiness,2,happiness,2,happiness,2,happiness,1,23,female
5f6986a09e04b149046cb95f,같이 뛰는 크루가 있기는 한데 이번 대회는 그냥 혼자 나갔어.,happiness,neutral,0,happiness,2,happiness,1,happiness,1,happiness,1,23,female
5f6986fdf8fac448cc0a5c62,지인이 되게 잘 될 거라고 한 번 해보라고 했거든?,sadness,neutral,0,sadness,1,sadness,1,sadness,1,sadness,2,23,female
5f6987349e04b149046cb960,그냥. 이번에 삼성 엄청 오르락 내리락 하잖아. 그래서 삼성 한 번 들어 봤지.,sadness,neutral,0,neutral,0,sadness,1,sadness,1,sadness,1,23,female
5f69876ad338b948c4e68471,삼성은 어차피 오를 주식이니까 기다려 봐야겠지.,sadness,neutral,0,sadness,1,sadness,1,sadness,1,neutral,0,23,female
5f6987bbd338b948c4e68474,자다가 깜짝 놀랐어!,surprise,surprise,2,surprise,2,surprise,2,disgust,1,surprise,2,23,female
5f6987e49e04b149046cb961,간신히 잠들었는데 하필 그 때 딱! 들었지.,surprise,neutral,0,surprise,1,sadness,2,disgust,1,neutral,0,23,female
